glossary_slug	cyrillic	slp1	iast_witness	validation	onomasticon	witness_count	iast_inline
grintser-ramayana12	Рикша	fkza	Ṛkṣa	onomasticon	inm,pui	1	
grintser-ramayana12	Ричика	fcika	Ṛcika	iast-witness-only		1	Ṛcika
grintser-ramayana12	Ришьямука	fSyamUka	Ṛśyamūka	lexicon		1	Ṛśyamūka
grintser-ramayana12	Ришьямука	fzyamUka	Ṛṣyamūka	onomasticon	inm,pui	1	Ṛśyamūka
grintser-ramayana12	Ришьяшринга	fzyASfNga	Ṛṣyāśṛṅga	iast-witness-only		1	
grintser-ramayana12	Ромапада	romApAda	Romāpāda	iast-witness-only		1	Romāpāda
grintser-ramayana12	Рохини	rohiRI	Rohiṇī	onomasticon	inm,pui	3	
grintser-ramayana12	Рудра	rudra	Rudra	onomasticon	inm,pui	2	
grintser-ramayana12	Савитри	sAvitrI	Sāvitrī	onomasticon	inm,pui	1	
grintser-ramayana12	Сагара	sagara	Sagara	onomasticon	inm,pui	1	Sagara
grintser-ramayana12	Сампати	sampAti	Sampāti	onomasticon	inm,pui	2	
grintser-ramayana12	Самудра	samudra	Samudra	onomasticon	inm,pui	1	
grintser-ramayana12	Санаткумара	sanatkumAra	Sanatkumāra	onomasticon	inm,pui	1	
grintser-ramayana12	Санкашья	sAMkASyA	Sāṃkāśyā	onomasticon	pui	1	Sāṃkāśyā
grintser-ramayana12	Сарасвати	sarasvatI	Sarasvatī	onomasticon	inm,pui	1	Sarasvatī
grintser-ramayana12	Сараю	sarayU	Sarayū	onomasticon	inm,pui	2	Sarayū
grintser-ramayana12	Сатьяван	satyavAn	Satyavān	onomasticon	pui	1	
grintser-ramayana12	Сатьявати	satyavatI	Satyavatī	onomasticon	inm,pui	1	
grintser-ramayana12	Саувира	sOvIra	Sauvīra	onomasticon	inm,pui	1	Sauvīra
grintser-ramayana12	Саураштра	sOrAzwra	Saurāṣṭra	onomasticon	pui	1	Saurāṣṭra
grintser-ramayana12	Сахадева	sahadeva	Sahadeva	onomasticon	inm,pui	1	
grintser-ramayana12	Сварнароман	svarRaroman	Svarṇaroman	lexicon		1	
grintser-ramayana12	Сваямбху	svayamBu	Svayambhu	lexicon		2	
grintser-ramayana12	Сиддхартха	sidDArTa	Siddhārtha	onomasticon	inm,pui	1	
grintser-ramayana12	Синдху	sinDu	Sindhu	onomasticon	inm,pui	1	Sindhu
grintser-ramayana12	Синхика	siNhikA	Siṅhikā	iast-witness-only		1	
grintser-ramayana12	Сита	sItA	Sītā	onomasticon	inm,pui	3	
grintser-ramayana12	Сита	sItA	Sītā	onomasticon	inm,pui	3	Sītā
grintser-ramayana12	Сканда	skanda	Skanda	onomasticon	inm,pui	1	
grintser-ramayana12	Сома	somA	Somā	onomasticon	inm	1	Soma
grintser-ramayana12	Сома	soma	Soma	onomasticon	inm,pui	2	Soma
grintser-ramayana12	Сома	somA	Somā	onomasticon	inm	1	Somā
grintser-ramayana12	Сома	soma	Soma	onomasticon	inm,pui	2	Somā
grintser-ramayana12	Сомада	somadA	Somadā	lexicon		1	Somadā
grintser-ramayana12	Сомадатта	somadatta	Somadatta	onomasticon	inm,pui	1	
grintser-ramayana12	Сринджая	sfYjaya	Sṛñjaya	onomasticon	inm,pui	1	
grintser-ramayana12	Субаху	subAhu	Subāhu	onomasticon	inm,pui	1	
grintser-ramayana12	Суврата	suvrata	Suvrata	onomasticon	inm,pui	1	
grintser-ramayana12	Сугрива	sugrIva	Sugrīva	onomasticon	inm,pui	2	
grintser-ramayana12	Судама	sudAmA	Sudāmā	onomasticon	inm	1	
grintser-ramayana12	Судаман	sudAman	Sudāman	onomasticon	inm,pui	1	
grintser-ramayana12	Судамана	sudAmana	Sudāmana	lexicon		1	
grintser-ramayana12	Сударшана	sudarSana	Sudarśana	onomasticon	inm,pui	1	
grintser-ramayana12	Судханван	suDanvan	Sudhanvan	onomasticon	inm,pui	2	
grintser-ramayana12	Судханван	suDanvan	Sudhanvan	onomasticon	inm,pui	2	
grintser-ramayana12	Судхрити	suDfti	Sudhṛti	onomasticon	pui	1	
grintser-ramayana12	Сукету	suketu	Suketu	onomasticon	inm,pui	2	
grintser-ramayana12	Сукету	suketu	Suketu	onomasticon	inm,pui	2	Suketu
grintser-ramayana12	Сумати	sumatI	Sumatī	iast-witness-only		1	
grintser-ramayana12	Сумати	sumati	Sumati	onomasticon	inm,pui	1	
grintser-ramayana12	Сумати	sumatI	Sumatī	iast-witness-only		1	Sumatī
grintser-ramayana12	Сумати	sumati	Sumati	onomasticon	inm,pui	1	Sumatī
grintser-ramayana12	Сумантра	sumantra	Sumantra	lexicon		1	
grintser-ramayana12	Сумитра	sumitrA	Sumitrā	onomasticon	inm	2	
grintser-ramayana12	Супарна	suparRa	Suparṇa	onomasticon	inm,pui	2	
grintser-ramayana12	Супрабха	supraBA	Suprabhā	onomasticon	inm,pui	1	
grintser-ramayana12	Сура	surA	Surā	onomasticon	inm,pui	1	
grintser-ramayana12	Сураштра	surAzwra	Surāṣṭra	onomasticon	inm,pui	1	
grintser-ramayana12	Сурья	sUrya	Sūrya	onomasticon	inm,pui	2	Sūrya
grintser-ramayana12	Сусандхи	susanDi	Susandhi	onomasticon	pui	1	Susandhi
grintser-ramayana12	Сутикшна	sutIkzRa	Sutīkṣṇa	lexicon		2	
grintser-ramayana12	Сучакшу	sucakzu	Sucakṣu	onomasticon	pui	1	
grintser-ramayana12	Сучандра	sucandra	Sucandra	onomasticon	inm,pui	1	
grintser-ramayana12	Сушена	suzeRa	Suṣeṇa	onomasticon	inm,pui	1	Suṣeṇa
grintser-ramayana12	Суяджня	suyajYa	Suyajña	onomasticon	pui	1	
grintser-ramayana12	Сьяндика	syandikA	Syandikā	lexicon		1	
grintser-ramayana12	Тамаса	tamasA	Tamasā	onomasticon	inm,pui	1	
grintser-ramayana12	Тара	tArA	Tārā	onomasticon	inm,pui	1	Tāra
grintser-ramayana12	Тара	tAra	Tāra	onomasticon	inm,pui	1	Tāra
grintser-ramayana12	Тара	tArA	Tārā	onomasticon	inm,pui	1	
grintser-ramayana12	Тара	tAra	Tāra	onomasticon	inm,pui	1	
grintser-ramayana12	Тарака	tArakA	Tārakā	onomasticon	pui	2	
grintser-ramayana12	Таркшья	tArkzya	Tārkṣya	onomasticon	inm,pui	1	Tārkṣya
grintser-ramayana12	Тваштар	tvazwf	Tvaṣṭṛ	onomasticon	inm	1	
grintser-ramayana12	Тимидхваджа	timiDvaja	Timidhvaja	lexicon		1	
grintser-ramayana12	Триджата	trijawA	Trijaṭā	onomasticon	inm	1	
grintser-ramayana12	Триджата Гаргья	trijawa gArgya	Trijaṭa Gārgya	iast-witness-only		1	Trijaṭa Gārgya
grintser-ramayana12	Трипатхага	tripaTagA	Tripathagā	onomasticon	inm,pui	1	
grintser-ramayana12	Трипура	tripura	Tripura	onomasticon	inm,pui	1	
grintser-ramayana12	Тришанку	triSaNku	Triśaṅku	onomasticon	inm	1	Triśaṅku
grintser-ramayana12	Триширас	triSiras	Triśiras	onomasticon	inm	2	
grintser-ramayana12	Тумбуру	tumburu	Tumburu	onomasticon	inm,pui	2	Tumburu
grintser-ramayana12	Удавасу	udAvasu	Udāvasu	onomasticon	pui	1	Udāvasu
grintser-ramayana12	Ума	umA	Umā	onomasticon	inm,pui	1	Umā
grintser-ramayana12	Урмила	UrmilA	Ūrmilā	onomasticon	inm	2	Ūrmilā
grintser-ramayana12	Урмила	UrmilA	Ūrmilā	onomasticon	inm	2	Ūrmilā
grintser-ramayana12	Уттара-куру	uttara-kuru	Uttara-kuru	iast-witness-only		1	Uttara-kuru
grintser-ramayana12	Уччайхшравас	uccEHSravas	Uccaiḥśravas	onomasticon	inm	1	
grintser-ramayana12	Хавишпанда	havizpanda	Haviṣpanda	iast-witness-only		1	Haviṣpanda
grintser-ramayana12	Хануман	hanumAn	Hanumān	onomasticon	pui	1	
grintser-ramayana12	Хара	hara	Hara	onomasticon	inm,pui	2	
grintser-ramayana12	Хари	harI	Harī	onomasticon	inm	1	
grintser-ramayana12	Хари	hari	Hari	onomasticon	inm,pui	1	
grintser-ramayana12	Харьяшва	haryaSva	Haryaśva	onomasticon	inm,pui	1	
grintser-ramayana12	Хастинапура	hAstinapura	Hāstinapura	onomasticon	inm	1	
grintser-ramayana12	Хаха	hahA	Hahā	onomasticon	pui	1	Hahā
grintser-ramayana12	Хема	hemA	Hemā	onomasticon	inm,pui	1	
grintser-ramayana12	Хемачандра	hemacandra	Hemacandra	onomasticon	pui	1	
grintser-ramayana12	Химават	himavat	Himavat	onomasticon	inm	2	
grintser-ramayana12	Хладини	hlAdinI	Hlādinī	onomasticon	pui	1	
grintser-ramayana12	Храсвароман	hrasvaroman	Hrasvaroman	onomasticon	pui	1	
grintser-ramayana12	Хришикеша	hfzIkeSa	Hṛṣīkeśa	onomasticon	inm,pui	1	
grintser-ramayana12	Хуху	huhU	Huhū	lexicon		1	Huhū
grintser-ramayana12	Чайтраратха	cEtraraTa	Caitraratha	onomasticon	inm,pui	2	
grintser-ramayana12	Чандра	candra	Candra	onomasticon	inm,pui	1	
grintser-ramayana12	Читракута	citrakUwa	Citrakūṭa	onomasticon	inm,pui	2	
grintser-ramayana12	Читраратха	citraraTa	Citraratha	onomasticon	inm,pui	2	
grintser-ramayana12	Читраратха	citraraTa	Citraratha	onomasticon	inm,pui	2	Citraratha
grintser-ramayana12	Чулин	cUlin	Cūlin	lexicon		1	
grintser-ramayana12	Чьявана	cyavana	Cyavana	onomasticon	inm,pui	1	Cyavana
grintser-ramayana12	Шабала	SabalA	Śabalā	lexicon		1	
grintser-ramayana12	Шабари	SabarI	Śabarī	lexicon		2	Śabarī
grintser-ramayana12	Шакра	Sakra	Śakra	onomasticon	inm,pui	2	
grintser-ramayana12	Шалмали	SAlmalI	Śālmalī	lexicon		1	
grintser-ramayana12	Шамбара	Sambara	Śambara	onomasticon	inm,pui	1	Śambara
grintser-ramayana12	Шанкара	SaNkara	Śaṅkara	onomasticon	inm	1	
grintser-ramayana12	Шанкхана	SaNKana	Śaṅkhana	iast-witness-only		1	
grintser-ramayana12	Шанта	SAntA	Śāntā	onomasticon	inm,pui	1	
grintser-ramayana12	Шарабха	SaraBa	Śarabha	onomasticon	inm,pui	1	Śarabha
grintser-ramayana12	Шарабханга	SaraBaNga	Śarabhaṅga	onomasticon	inm	1	
grintser-ramayana12	Шарабханга	saraBaNga	Sarabhaṅga	iast-witness-only		1	
grintser-ramayana12	Шараданда	SaradaRqA	Śaradaṇḍā	lexicon		1	
grintser-ramayana12	Шатадру	Satadru	Śatadru	onomasticon	inm,pui	1	
grintser-ramayana12	Шатакрату	Satakratu	Śatakratu	onomasticon	inm,pui	2	
grintser-ramayana12	Шатананда	SatAnanda	Śatānanda	onomasticon	inm,pui	1	
grintser-ramayana12	Шатругхна	SatruGna	Śatrughna	onomasticon	inm,pui	1	
grintser-ramayana12	Шачи	SacI	Śacī	onomasticon	inm,pui	2	Śacī
grintser-ramayana12	Шашабинду	SaSabindu	Śaśabindu	onomasticon	inm,pui	1	
grintser-ramayana12	Шиби	Sibi	Śibi	onomasticon	inm,pui	1	Śibi
grintser-ramayana12	Шива	Siva	Śiva	onomasticon	inm,pui	1	
grintser-ramayana12	Шигхрага	SIGraga	Śīghraga	onomasticon	inm,pui	1	
grintser-ramayana12	Шилаваха	SilAvahA	Śilāvahā	lexicon		1	
grintser-ramayana12	Шона	SoRA	Śoṇā	onomasticon	pui	1	
grintser-ramayana12	Шри	SrI	Śrī	onomasticon	inm,pui	2	
grintser-ramayana12	Шрингавера	SfNgavera	Śṛṅgavera	onomasticon	inm	1	Śṛṅgavera
grintser-ramayana12	Шрутакирти	SrutakIrtI	Śrutakīrtī	onomasticon	pui	1	
grintser-ramayana12	Шукра	Sukra	Śukra	onomasticon	inm,pui	2	
grintser-ramayana12	Шунака	Sunaka	Śunaka	onomasticon	inm,pui	1	
grintser-ramayana12	Шунахшепа	SunaHSepa	Śunaḥśepa	lexicon		1	
grintser-ramayana12	Шурпанакха	SUrpaRaKA	Śūrpaṇakhā	onomasticon	inm,pui	2	
grintser-ramayana12	Экасала	ekasAla	Ekasāla	lexicon		1	
grintser-ramayana12	Юванашва	yuvanASva	Yuvanāśva	onomasticon	inm,pui	1	
grintser-ramayana12	Юдхаджит	yuDAjit	Yudhājit	onomasticon	pui	1	
grintser-ramayana12	Яду	yadu	Yadu	onomasticon	inm,pui	1	Yadu
grintser-ramayana12	Яма	yama	Yama	onomasticon	inm,pui	2	Yama
grintser-ramayana12	Ямуна	yamunA	Yamunā	onomasticon	inm,pui	1	Yamunā
grintser-ramayana12	Яяти	yayAti	Yayāti	onomasticon	inm,pui	2	Yayāti
potapova	Агастья	agastya	Agastya	onomasticon	inm,pui	2	
potapova	Агни	agni	Agni	onomasticon	inm,pui	2	
potapova	Аджа	aja	Aja	onomasticon	inm,pui	1	
potapova	Адити	aditi	Aditi	onomasticon	inm,pui	2	
potapova	Айодхья	ayoDyA	Ayodhyā	onomasticon	inm,pui	2	
potapova	Айравата	ErAvata	Airāvata	onomasticon	inm,pui	2	
potapova	Акампана	akampana	Akampana	onomasticon	inm,pui	1	
potapova	Акша	akza	Akṣa	onomasticon	inm,pui	1	
potapova	Амбариша	ambarIza	Ambarīṣa	onomasticon	inm	1	
potapova	Амаравати	amarAvatI	Amarāvatī	onomasticon	inm,pui	2	
potapova	Ангада	aNgada	Aṅgada	onomasticon	inm,pui	1	
potapova	Анила	anila	Anila	onomasticon	inm,pui	1	
potapova	Аншуман	aNSumAn	Aṅśumān	iast-witness-only		1	
potapova	Ашвапати	aSvapati	Aśvapati	onomasticon	inm,pui	1	
potapova	Ашвины	aSvinO	Aśvinau	iast-witness-only		2	
potapova	Бала	bala	Bala	onomasticon	inm,pui	2	
potapova	Брахма	brahmA	Brahmā	onomasticon	pui	2	
potapova	Брихаспати	bfhaspati	Bṛhaspati	onomasticon	inm,pui	2	
potapova	Будха	buDa	Budha	onomasticon	inm,pui	2	
potapova	Бхагиратха	BagIraTa	Bhagīratha	onomasticon	inm,pui	1	
potapova	Бхарадваджа	BaradvAja	Bharadvāja	onomasticon	inm,pui	2	
potapova	Бхарата	Barata	Bharata	onomasticon	inm,pui	3	
potapova	Бхригутунга	BfgutuNga	Bhṛgutuṅga	onomasticon	inm	1	
potapova	Вальмики	vAlmIki	Vālmīki	onomasticon	inm,pui	1	
potapova	Вамана	vAmanA	Vāmanā	lexicon		1	
potapova	Вамана	vAmana	Vāmana	onomasticon	inm,pui	2	
potapova	Варуни	vAruRI	Vāruṇī	onomasticon	inm,pui	1	
potapova	Васава	vAsava	Vāsava	onomasticon	inm,pui	2	
potapova	Васиштха	vasizWa	Vasiṣṭha	onomasticon	inm,pui	2	
potapova	Васу	vasu	Vasu	onomasticon	inm,pui	1	
potapova	Васудева	vAsudeva	Vāsudeva	onomasticon	inm,pui	1	
potapova	Васуки	vAsuki	Vāsuki	onomasticon	inm,pui	2	
potapova	Вибхишана	viBIzaRa	Vibhīṣaṇa	onomasticon	inm,pui	2	
potapova	Видеха	videha	Videha	onomasticon	inm,pui	2	
potapova	Вината	vinatA	Vinatā	onomasticon	inm,pui	2	
potapova	Виндхья	vinDya	Vindhya	onomasticon	inm,pui	2	
potapova	Вишала	viSAlA	Viśālā	onomasticon	inm,pui	1	
potapova	Вишала	viSAla	Viśāla	onomasticon	inm,pui	1	
potapova	Вишвакарман	viSvakarman	Viśvakarman	onomasticon	inm	2	
potapova	Вишвамитра	viSvAmitra	Viśvāmitra	onomasticon	inm,pui	2	
potapova	Вишну	vizRu	Viṣṇu	onomasticon	inm,pui	2	
potapova	Ганга	gaNgA	Gaṅgā	onomasticon	inm	2	
potapova	Гаруда	gAruqa	Gāruḍa	onomasticon	inm	1	
potapova	Гаруда	garuqa	Garuḍa	onomasticon	inm,pui	1	
potapova	Годавари	godAvarI	Godāvarī	onomasticon	inm	1	
potapova	Гуха	guha	Guha	onomasticon	inm,pui	1	
potapova	Дану	danU	Danū	iast-witness-only		1	
potapova	Дардура	dardura	Dardura	onomasticon	inm,pui	1	
potapova	Дашаратха	daSaraTa	Daśaratha	onomasticon	inm,pui	2	
potapova	Двивида	dvivida	Dvivida	onomasticon	inm,pui	1	
potapova	Джамбудвипа	jambUdvIpa	Jambūdvīpa	onomasticon	inm,pui	1	
potapova	Джанака	janaka	Janaka	onomasticon	inm,pui	3	
potapova	Джахнави	jAhnavI	Jāhnavī	onomasticon	inm,pui	1	
potapova	Дхарма	Darma	Dharma	onomasticon	inm,pui	2	
potapova	Икшваку	ikzvAku	Ikṣvāku	onomasticon	inm,pui	2	
potapova	Индра	indra	Indra	onomasticon	inm,pui	2	
potapova	Индраджит	indrajit	Indrajit	onomasticon	inm,pui	1	
potapova	Кабандха	kabanDa	Kabandha	onomasticon	inm,pui	2	
potapova	Кадру	kadrU	Kadrū	onomasticon	inm,pui	1	
potapova	Кайкейи	kEkeyI	Kaikeyī	onomasticon	inm,pui	2	
potapova	Кама	kAma	Kāma	onomasticon	inm,pui	1	
potapova	Камбоджа	kamboja	Kamboja	onomasticon	pui	1	
potapova	Капила	kapila	Kapila	onomasticon	inm,pui	1	
potapova	Каушалья	kOsalyA	Kausalyā	onomasticon	inm	1	
potapova	Кирти	kIrti	Kīrti	onomasticon	inm,pui	1	
potapova	Кошала	kosala	Kosala	onomasticon	inm	1	
potapova	Кришна	kRzRa	Kṇṣṇa	iast-witness-only		1	
potapova	Кубера	kubera	Kubera	onomasticon	inm,pui	2	
potapova	Кумбхакарна	kumBakarRa	Kumbhakarṇa	onomasticon	inm,pui	2	
potapova	Куша	kuSa	Kuśa	onomasticon	pui	2	
potapova	Кхара	Kara	Khara	onomasticon	inm,pui	1	
potapova	Лакшмана	lakzmaRa	Lakṣmaṇa	onomasticon	inm,pui	2	
potapova	Магадха	magaDa	Magadha	onomasticon	inm,pui	1	
potapova	Мадху	maDu	Madhu	onomasticon	inm,pui	1	
potapova	Майнака	mEnAka	Maināka	onomasticon	inm,pui	1	
potapova	Мандара	mandara	Mandara	onomasticon	inm,pui	2	
potapova	Ману	manu	Manu	onomasticon	inm,pui	2	
potapova	Марута	mAruta	Māruta	onomasticon	inm,pui	1	
potapova	Матали	mAtali	Mātali	onomasticon	inm,pui	1	
potapova	Махендра	mahendra	Mahendra	onomasticon	inm,pui	2	
potapova	Меру	meru	Meru	onomasticon	inm,pui	2	
potapova	Мохини	mohinI	Mohinī	onomasticon	pui	1	
potapova	Нала	nala	Nala	onomasticon	inm,pui	1	
potapova	Налини	nalinI	Nalinī	onomasticon	inm,pui	1	
potapova	Нараяна	nArAyaRa	Nārāyaṇa	onomasticon	inm,pui	1	
potapova	Нила	nIla	Nīla	onomasticon	inm,pui	1	
potapova	Павака	pAvaka	Pāvaka	onomasticon	inm,pui	2	
potapova	Пампа	pampA	Pampā	onomasticon	inm,pui	2	
potapova	Панчавати	paYcavawI	Pañcavaṭī	onomasticon	inm	1	
potapova	Праджапати	prajApati	Prajāpati	onomasticon	inm,pui	2	
potapova	Пуластья	pulastya	Pulastya	onomasticon	inm,pui	2	
potapova	Пушкара	puzkarARi	Puṣkarāṇi	iast-witness-only		1	
potapova	Пушпака	puzpaka	Puṣpaka	onomasticon	inm,pui	1	
potapova	Рагхава	rAGava	Rāghava	onomasticon	inm,pui	2	
potapova	Рама	rAma	Rāma	onomasticon	inm,pui	2	
potapova	Рамбха	ramBA	Rambhā	onomasticon	inm,pui	2	
potapova	Рати	rati	Rati	onomasticon	inm,pui	1	
potapova	Раху	rAhu	Rāhu	onomasticon	inm,pui	2	
potapova	Ричика	fcika	Ṛcika	iast-witness-only		1	
potapova	Рохини	rohiRI	Rohiṇī	onomasticon	inm,pui	3	
potapova	Рудра	rudra	Rudra	onomasticon	inm,pui	2	
potapova	Сагара	sagara	Sagara	onomasticon	inm,pui	1	
potapova	Сампати	sampAti	Sampāti	onomasticon	inm,pui	2	
potapova	Сита	sItA	Sītā	onomasticon	inm,pui	3	
potapova	Сканда	skanda	Skanda	onomasticon	inm,pui	1	
potapova	Сома	somA	Somā	onomasticon	inm	1	
potapova	Сома	soma	Soma	onomasticon	inm,pui	2	
potapova	Сугрива	sugrIva	Sugrīva	onomasticon	inm,pui	2	
potapova	Сумантра	sumantra	Sumantra	lexicon		1	
potapova	Сумитра	sumitrA	Sumitrā	onomasticon	inm	2	
potapova	Супарна	suparRa	Suparṇa	onomasticon	inm,pui	2	
potapova	Сурья	sUrya	Sūrya	onomasticon	inm,pui	2	
potapova	Сушена	suzeRa	Suṣeṇa	onomasticon	inm,pui	1	
potapova	Тамаса	tamasA	Tamasā	onomasticon	inm,pui	1	
potapova	Тимидхваджа	timiDvaja	Timidhvaja	lexicon		1	
potapova	Триджата	trijawA	Trijaṭā	onomasticon	inm	1	
potapova	Трипура	tripura	Tripura	onomasticon	inm,pui	1	
potapova	Ума	umA	Umā	onomasticon	inm,pui	1	
potapova	Урваши	urvaSI	Urvaśī	onomasticon	inm,pui	1	
potapova	Урмила	UrmilA	Ūrmilā	onomasticon	inm	2	
potapova	Хануман	hanumAn	Hanumān	onomasticon	pui	1	
potapova	Хема	hemA	Hemā	onomasticon	inm,pui	1	
potapova	Химават	himavat	Himavat	onomasticon	inm	2	
potapova	Читракута	citrakUwa	Citrakūṭa	onomasticon	inm,pui	2	
potapova	Шалмали	SAlmalI	Śālmalī	lexicon		1	
potapova	Шамбара	Sambara	Śambara	onomasticon	inm,pui	1	
potapova	Шарабха	SaraBa	Śarabha	onomasticon	inm,pui	1	
potapova	Шатакрату	Satakratu	Śatakratu	onomasticon	inm,pui	2	
potapova	Шатругхна	SatruGna	Śatrughna	onomasticon	inm,pui	1	
potapova	Шеша	Seza	Śeṣa	onomasticon	inm,pui	2	
potapova	Шива	Siva	Śiva	onomasticon	inm,pui	1	
potapova	Шрингавера	SfNgavera	Śṛṅgavera	onomasticon	inm	1	
potapova	Шурпанакха	SUrpaRaKA	Śūrpaṇakhā	onomasticon	inm,pui	2	
